Device_id,Distance1,Device_id1,Distance2,Device_id2,Distance3,Device_id3
aa-59-37-96,1.572465179127888,aa-59-38-53,2.307321533320736,aa-31-90-48,3.572122323998705,aa-31-90-55
aa-59-38-11,0.0265061759889296,aa-59-38-10,0.927975743772183,aa-59-38-30,1.2486015544765183,aa-22-16-91
aa-59-38-47,0.6650407644599864,aa-59-38-36,0.7177775868895722,aa-22-16-91,0.9081175813104058,aa-59-38-30
aa-59-38-36,0.0527472170931784,aa-22-16-91,0.762323670704467,aa-59-38-30,1.264418939018105,aa-59-38-10
aa-59-38-44,1.0701805127636612,aa-87-26-07,1.3477507229566992,aa-22-22-73,2.038115972201951,aa-22-21-85
aa-59-38-46,3.061428492870649,aa-22-17-46,3.694582386691198,aa-59-38-43,5.485078854318669,aa-27-84-45
aa-59-38-10,0.9297187695830594,aa-59-38-30,1.2335103758306134,aa-22-16-91,2.758093231090568,aa-31-90-48
aa-59-38-53,1.217490146095156,aa-31-90-48,2.873585929386905,aa-31-91-86,4.030329980834962,aa-59-38-30
aa-31-90-55,4.711193731203321,aa-59-38-17,5.217135540384316,aa-31-90-48,5.293607098004991,aa-59-38-30
aa-22-16-91,0.7733394898336549,aa-59-38-30,1.754450668593135,aa-59-38-17,3.1151945356066344,aa-59-38-66
aa-59-38-30,1.964433145850506,aa-59-38-17,2.9335837384632577,aa-31-90-48,3.7036479859235176,aa-59-38-66
aa-31-90-28,3.615092787448916,aa-22-17-46,4.009381453686216,aa-27-84-45,4.570786755798975,aa-22-16-68
aa-59-38-35,50.79918315571686,aa-31-91-90,50.81333318231106,00-22-2f-18,50.81670569956248,aa-22-17-52
aa-59-38-17,4.46712796037979,aa-59-38-66,4.534176817323584,aa-31-90-48,5.396199860276695,aa-59-38-18
aa-31-90-26,0.0,aa-31-90-88,0.0,aa-59-38-12,0.0,ab-12-cd-10
aa-31-90-48,3.0589717098987443,aa-31-91-86,4.58106751548321,aa-22-22-73,4.82942287366384,aa-87-26-07
aa-31-90-88,0.0,aa-59-38-12,0.0,ab-12-cd-10,0.0,00-23-12-0b
aa-59-38-12,0.0,ab-12-cd-10,0.0,00-23-12-0b,,
aa-59-38-18,0.0,aa-27-83-94,1.066342756615503,aa-59-38-66,1.3125558208660877,aa-22-21-85
aa-59-38-66,1.066342756615503,aa-27-83-94,2.2982271609868903,aa-22-21-85,4.005056707103836,aa-87-26-07
aa-27-83-94,1.3125558208660877,aa-22-21-85,3.3208249900986733,aa-87-26-07,3.848023377103239,aa-22-22-73
aa-27-84-45,3.5674196590601053,aa-22-17-46,6.037944060462852,aa-59-38-43,8.535196929753775,aa-22-16-68
aa-22-17-46,2.5134376450392444,aa-59-38-43,6.821591467890341,aa-31-91-86,6.836065690638928,aa-22-16-68
